uuid,first_name,last_name,email_address,number_of_vists,time_spent,amount_spent,date_of_visits
3a01e359,Kyle,Sandy,nicole31@example.org,59,3.76,12.0,1992-03-03
a5b11df8,Eric,Emily,billy66@example.net,8,6.64,10.5,2008-10-24
a3e470ba,Connie,Michael,rachel23@example.com,69,4.0,29.5,1995-04-10
8ea29cf0,Travis,Heather,david78@example.com,61,3.36,50.0,2016-05-05
64049556,Lori,Andre,markduran@example.com,69,0.56,44.5,1998-04-22
83aef924,William,Sarah,ganderson@example.org,9,2.96,18.5,1974-11-10
65aefc36,Emma,Kurt,ericporter@example.net,41,6.56,21.0,2013-09-06
5aaef92d,James,Michele,brettgallegos@example.com,63,2.24,43.5,1999-01-09
73ba97d0,Samuel,Jason,hamiltonkeith@example.com,65,5.68,16.5,1989-04-07
abd08fb8,Renee,Jesse,hodgesjohn@example.org,1,0.08,48.0,1979-09-27
8461e180,Tracy,Eric,johnwang@example.com,58,1.52,6.0,1971-09-06
eefe3c7f,David,Paula,elizabethpatterson@example.com,49,7.84,22.0,1992-03-22
abaf2b2b,Tammy,Alexander,hayneswayne@example.org,42,4.16,22.5,2011-04-22
61295a53,Nathaniel,Cheryl,victoriagarza@example.net,100,2.32,34.5,1994-07-08
f678d466,Michael,Kelly,jeromeanderson@example.org,12,5.44,26.0,1992-10-18
a114b1c1,Chelsea,Shane,veronica26@example.org,21,5.2,3.5004,1997-10-10
a5701b2c,Kristin,Megan,christopherwilliams@example.com,2,3.12,16.5,2014-05-15
411760e7,Felicia,Julia,isabel33@example.com,64,6.64,24.5,1995-07-02
c33602a2,Timothy,April,gmendoza@example.com,48,0.8,27.504,2002-01-11
43d3c313,Zachary,Linda,torresjoseph@example.com,5,6.72,11.0,1990-01-04
9dd6997b,Larry,Angel,jennifer35@example.org,74,0.4,20.5,2012-04-27
a2dbf417,Kristen,Emily,blakewilliams@example.net,56,4.8,23.5,1972-02-14
0c384edc,Joseph,Steven,jason74@example.net,68,2.56,0.5,1980-11-28
26650b60,Jose,Donald,jordanjohnny@example.com,3,3.2,3.0,1995-01-24
285ee22a,William,Bruce,matthew11@example.net,74,0.8,18.5,1973-01-13
a7bfdc0d,Suzanne,Adrian,vegakaylee@example.org,36,1.68,43.0,1989-10-17
fd5607b3,Justin,Christine,michael59@example.net,39,4.88,19.5,1980-03-18
37fd3704,Dean,Charles,john43@example.net,81,2.64,28.96,2010-03-27
6444cb33,Jennifer,David,gmiller@example.org,3,4.64,34.0,1971-09-27
7b35b8b7,James,Gina,williamstanya@example.net,28,1.04,18.0,1977-03-25
57a0ffc4,Mr.,John,jamesgriffin@example.org,22,2.56,41.5,2011-06-12
a534cd50,Maria,Anthony,mcmahonchristine@example.com,77,3.92,1.0,1984-05-23
87b72910,Robert,Kyle,mmayo@example.net,56,7.68,17.0,1991-04-23
805348c9,Katherine,Melissa,bradleylee@example.net,27,1.12,44.5,2004-10-04
a087dd81,Maria,Robert,patricia85@example.com,93,0.88,40.0,2018-09-16
87250177,Ryan,Kim,hsoto@example.com,36,0.64,21.0,2020-06-30
b608f95d,Pamela,Julie,webbalexandra@example.net,7,3.04,30.0,2004-07-31
89af9ede,Crystal,Tamara,jacksonjoshua@example.org,65,1.04,20.0,2009-07-27
18afc9d6,Jonathan,Michael,brandon90@example.net,31,7.2,24.5,2018-07-05
7a90dfb2,Mary,David,joysanders@example.net,5,1.28,40.0,1993-05-31
79631b5d,Mr.,Lisa,martinkaren@example.com,78,3.28,4.5,1984-08-15
4f50739b,Joseph,Michael,rmorales@example.org,30,6.64,43.5,1995-10-13
6fc02f9e,Alicia,Sonya,adamarmstrong@example.net,52,5.68,8.5,2009-08-26
1fb9337c,Renee,John,suarezkrystal@example.com,44,0.64,4.0,1972-03-21
9f33a6d0,Brent,Christopher,kevin34@example.net,30,6.24,2.5,2014-09-18
21207957,Joseph,Bethany,andrea23@example.org,95,6.48,5.5,2019-06-04
3f661bea,James,Rebecca,kellybowman@example.com,66,8.0,44.5,1980-03-19
b9b0bc75,Karl,Rebecca,josephgibbs@example.net,4,4.08,42.0,1995-12-08
671dd10c,Michael,Jason,veronicaclark@example.org,51,2.08,21.5,2021-11-23
84387643,Shannon,Valerie,wongcynthia@example.com,17,0.56,47.0,2014-03-07
760bf7ef,James,Robert,christopher84@example.net,9,1.76,16.5,1975-05-04
50700b59,Adam,Jessica,rickycarr@example.com,76,1.76,37.0,1975-04-06
cc018995,Mr.,Cynthia,garrettalex@example.com,85,0.96,20.0,1985-04-13
694f2716,Joseph,Timothy,jessicaramirez@example.com,44,3.04,44.0,2008-06-23
f11e1621,Sean,Mr.,medinatiffany@example.net,82,7.36,44.0,2004-04-06
28d9f893,Anthony,Casey,sharphailey@example.net,65,4.56,10.0,2009-02-02
48b656dc,Stephanie,Brian,molly98@example.org,17,2.64,22.5,2012-11-22
ecf94410,Timothy,Jamie,rwalker@example.org,40,2.4,35.0,2007-04-23
d94a2f46,Laurie,Ann,omoore@example.net,25,8.0,38.0,2019-12-12
a0de4cb5,Jennifer,Stephanie,erichardson@example.org,55,6.08,9.0,1998-06-14
39a413b8,David,Charles,lwhite@example.org,99,3.04,29.5,2006-09-05
a7bd130b,Steven,Jean,ashleyharding@example.org,4,4.88,1.0,2019-11-19
bed0351d,Brenda,Michael,andrew22@example.com,83,4.16,46.0,1978-04-02
d0d81bec,Kathryn,Susan,chadjones@example.org,4,2.88,33.5,2005-11-30
23cfcfaf,Jeffrey,Jessica,zstout@example.org,60,1.76,45.0,1973-07-02
2822bb59,Randy,Brandon,jessicamorton@example.net,66,0.0,40.5,2011-04-25
803318ae,Raymond,Mrs.,grayandrew@example.org,63,6.64,30.0,2002-02-21
5ac58995,Willie,Joshua,andersonkayla@example.com,28,5.12,7.5,2014-11-10
9cca11d5,Todd,Samantha,sheenagreene@example.org,27,3.12,27.504,2005-09-09
af15518f,Mary,Sharon,danielsloretta@example.net,23,1.52,27.504,2005-05-30
3398948b,Rebecca,Jennifer,harristimothy@example.net,7,7.04,39.0,2000-01-05
c8aaf28d,Christian,James,tochoa@example.com,23,7.2,7.5,1991-07-27
83a94411,Nancy,Karen,dmoore@example.net,48,0.48,28.004,1988-04-26
c3a614f4,Aaron,Tim,courtney10@example.org,92,3.2,28.004,1983-04-10
ed5cd3df,Derrick,Zachary,stephenscurtis@example.com,13,4.56,39.5,2009-02-22
cb9f0b47,Jerry,Benjamin,aaronwalker@example.org,14,0.96,27.0,1989-12-11
41d93657,Alexander,Katelyn,wcruz@example.net,67,2.96,40.5,1986-08-10
9ac628e5,Kyle,Angela,jeremiah61@example.com,78,3.44,4.0,1992-05-14
ab6b9446,Edgar,Richard,vickiwalker@example.com,39,0.88,1.0,1986-07-17
4b333ee6,Steven,Christopher,charles51@example.com,58,0.4,47.5,2022-03-28
896c8d30,Laura,Joanna,huangcassandra@example.org,86,0.64,8.5,1994-08-19
b63b4c05,Charles,Larry,mmoreno@example.org,58,6.16,21.5,1985-09-17
adae0826,Arthur,Cynthia,qhernandez@example.net,35,4.08,32.0,2001-01-07
e8e9ab3f,Mr.,Joshua,colleen45@example.org,60,7.6,19.5,1991-06-04
0600abf8,Linda,Laura,sabrina54@example.net,76,0.32,29.5,2020-11-30
bf1bbcf5,Eric,John,mccormickmichelle@example.org,78,4.72,13.5,1977-11-08
fe56c643,Manuel,Nicholas,lukemyers@example.net,56,6.0,29.5,2017-03-01
8902a6e8,George,Dr.,hbriggs@example.net,72,1.68,47.0,1986-05-28
a6400080,Valerie,Ann,rmoyer@example.org,21,4.72,12.0,2000-04-13
519c836f,Travis,Toni,morrisdavid@example.com,30,1.44,3.5004,2019-11-13
0962e43e,Vincent,Rebecca,luis67@example.net,70,4.56,15.5,1997-11-23
525ad1d3,Michael,Greg,oguzman@example.com,25,0.08,20.5,1994-08-17
45fddabe,Dana,Jose,leahvaldez@example.org,59,1.76,28.46,1975-06-04
6ac42b7f,Jenna,Jennifer,fbarnes@example.net,72,0.24,40.0,1993-12-14
9aa94d77,Leslie,Donna,opatel@example.com,14,3.68,36.0,2008-02-21
2b5cd2bc,Krista,Nicole,carpenterrobert@example.net,28,1.52,36.0,2004-05-29
daacc8c1,Michael,Amy,jacquelineyoung@example.org,49,2.96,47.5,1975-03-16
54bbb64e,Michael,Anthony,victoriasmith@example.net,17,5.36,19.0,1994-08-27
ec2e0da7,Jennifer,Lori,hrosario@example.org,10,6.72,12.0,2014-06-17
b66151a5,Dana,Jonathan,michael24@example.com,81,1.6,13.5,2002-12-12
b48e0416,Rachel,Casey,maryarnold@example.com,31,3.12,13.5,2011-03-09
2d40c78d,Karen,Alexis,jasonwalker@example.net,73,4.72,37.0,1985-09-04
3a49be8a,Melissa,Kevin,daviddominguez@example.org,14,0.24,23.0,2000-07-21
e7e6ef7f,Heather,Robert,squinn@example.com,25,3.2,42.5,1998-07-03
50c9532a,Margaret,Kari,brian19@example.org,42,2.24,16.5,1985-08-20
386eb912,Mary,Grace,kmonroe@example.org,76,1.04,5.0,2008-09-29
a77d61b3,Amanda,Timothy,michaelmiller@example.org,23,5.68,28.46,1978-07-11
fd29a70a,Jennifer,Wyatt,carrolllisa@example.org,70,1.92,0.5,2006-08-02
5f5c65b3,Jessica,Mark,terrytaylor@example.net,3,2.16,25.0,1986-09-02
5d13a633,Jorge,Haley,theodore57@example.net,86,4.48,26.5,1997-09-27
37b6f25c,Laura,Audrey,mitchelleric@example.net,56,2.8,17.5,2015-11-15
19fadaf4,Raymond,Eric,munozglenn@example.org,94,6.48,46.5,2009-10-17
eb11d0df,Haley,Kim,sandersrodney@example.com,98,2.8,35.0,2015-04-26
1e2322ff,Jason,Karen,samantha84@example.net,76,3.36,4.0,1979-05-27
6a096629,Todd,Alexandra,rodneymoore@example.org,33,8.0,39.5,2011-03-17
f11c9caf,Jesse,Michael,ispence@example.net,3,3.04,35.0,1987-09-18
34d0706d,Mr.,Amanda,richardbrown@example.com,35,6.32,16.0,1989-07-10
07287620,Eric,Tina,lynndaugherty@example.net,44,6.4,4.5,1993-03-30
c0dd542c,Samuel,Shannon,velasqueztaylor@example.com,21,3.36,33.0,1991-05-11
2b65e1f6,Carly,Brett,kwilcox@example.org,42,4.4,2.5,1978-01-11
5878ba66,Christopher,Raymond,deborah34@example.org,54,1.92,1.0,1975-07-19
2c40fc42,Tina,Leah,millercarrie@example.com,13,1.36,27.504,1997-10-19
d002ddbe,Cody,Michael,allenfrancisco@example.org,35,0.72,20.5,1998-08-26
d47a1945,Allen,Megan,lewisalex@example.com,19,5.2,42.0,2004-05-14
da8ed824,Kevin,Brent,andrealittle@example.org,81,4.72,42.0,1980-02-06
53528ff7,Christine,Daniel,josephdavila@example.net,47,4.88,17.5,2009-03-13
f0fce8fc,Amy,Alexander,elliottkristy@example.org,76,6.88,7.001,2003-08-19
eb7dcc4b,Chelsea,Mary,edwardssherry@example.org,76,2.24,42.0,2013-01-19
a59878b0,Dennis,Margaret,karen68@example.org,85,0.72,28.004,1983-06-25
3439bc98,Margaret,Scott,karen52@example.net,58,6.08,18.5,1982-03-30
86f13e9b,Laurie,Stephanie,riverapeggy@example.net,63,7.04,20.0,2000-11-24
a82d1890,Lisa,Stephanie,shawkimberly@example.org,39,7.28,6.5,1971-01-21
7fc890e6,Elizabeth,John,cwoods@example.com,29,0.24,25.5,1981-05-08
a8d5db6d,Cesar,Tammy,edwardford@example.net,25,1.04,5.0,1978-03-22
54eebb47,Clayton,Steven,cisnerosjesse@example.org,58,1.6,3.0,1998-06-27
b7b9213d,Jennifer,Christopher,kaylamartin@example.net,3,2.0,26.5,1987-12-04
b462c447,Cody,Janet,seth25@example.com,77,7.2,12.0,2022-02-03
3d54b483,Maria,Tyler,cindy60@example.net,42,4.96,25.5,2007-09-28
68a0c1cd,Katherine,John,nallen@example.net,29,7.12,7.5,2018-05-30
4d328e51,Jerry,Cassandra,rubioashley@example.com,1,1.76,1.0,2001-12-22
7ef9a634,Adam,Randy,ballarddouglas@example.com,45,6.4,2.5,2020-07-20
087b58d0,Tracey,Susan,portershawn@example.org,73,5.68,45.0,1976-11-15
04c77604,Michael,Benjamin,evan49@example.com,16,6.24,37.0,1978-08-08
eccf8b64,Bradley,Jeremy,christopher27@example.com,76,7.6,19.5,1972-04-26
52b36430,Donald,Martin,wgood@example.com,78,1.04,21.0,1999-05-11
2e2cdffe,Jim,Deborah,shelbybonilla@example.com,43,6.56,31.0,1971-08-18
3429bce8,Krista,Laura,coxjustin@example.com,54,4.0,39.5,2016-12-16
aeca3fad,Reginald,Katherine,scotthunt@example.net,47,0.88,19.5,1981-05-12
50b1ccd7,Rodney,Priscilla,nathaniel68@example.com,49,6.8,14.002,1974-12-20
a1197bd8,Kimberly,April,natalie09@example.net,26,0.64,19.0,1979-01-04
0f497ad5,Ronald,Karen,figueroajohn@example.net,73,7.44,41.5,2005-01-14
2ce17782,Zachary,Heather,mooredaniel@example.com,62,4.72,23.5,2006-01-08
f734984c,Robert,Mark,ashleynash@example.org,82,5.52,18.0,1996-05-30
7f29cb37,Patricia,Joseph,qsawyer@example.org,69,7.2,4.0,1998-09-28
dea05ff6,Heather,Joe,steven87@example.org,4,1.76,11.5,1994-02-11
4f9b6d6c,Carol,Cassandra,whitedaniel@example.com,27,5.12,27.504,1978-09-03
b3651ab7,Daniel,Connor,vgonzalez@example.org,45,7.6,49.5,1997-05-18
18ec6a7a,Douglas,Lydia,matthew97@example.org,34,4.72,3.0,2017-06-05
92b8c005,Michael,Mark,dwilson@example.org,68,3.92,28.004,2007-11-25
176f3e0b,Scott,Corey,stacythomas@example.org,54,1.28,30.5,1986-06-06
99cf3108,Anna,Katherine,ashley96@example.org,9,6.24,31.0,2018-06-14
6481d6f3,Tamara,Elizabeth,kristine73@example.org,39,4.0,16.0,1989-12-19
34732085,Beth,Joann,mirandacisneros@example.net,93,4.08,10.0,1978-02-06
565b916b,Michael,Anthony,onelson@example.org,60,4.48,15.5,1992-12-02
2f0bd290,Megan,Bruce,thomasjoshua@example.org,44,6.88,8.0,1992-11-28
13e7ff64,Debra,Judy,morgan76@example.net,28,5.84,6.0,2010-04-02
7c1e6a1a,Mark,Brittany,elizabethgreen@example.org,64,4.32,20.0,2011-06-05
def74ce6,Jose,Amanda,jacobsonroy@example.com,96,0.32,16.0,2011-12-18
92dda6da,Jackie,Kaitlin,jamesmcmahon@example.com,53,2.16,6.0,1977-05-02
ed70f0b4,Aaron,Michael,ynichols@example.org,8,1.92,44.0,2019-02-22
1c99a5ed,Monica,Anthony,sgomez@example.net,39,5.52,29.5,1973-01-29
42813001,Heather,Joy,jmorrow@example.net,63,5.68,10.5,1975-01-08
c50ff180,Claudia,Sabrina,christiancontreras@example.net,69,4.72,11.5,2020-04-09
b3059ebe,Derrick,Robert,mariodowns@example.net,35,2.0,16.5,1994-02-26
d8efb689,Kenneth,Robert,alexis72@example.com,69,6.32,8.0,2000-07-19
3997dd34,Mr.,Erika,daniel64@example.net,63,4.16,1.5,1997-10-28
fd330326,Richard,Brenda,mcneilsherry@example.org,72,0.72,41.0,2012-12-05
852c2ddd,Scott,Pamela,lfowler@example.org,69,3.28,19.5,2000-08-09
493805b4,Tyler,Bryan,robinsontiffany@example.com,77,6.08,44.5,2020-05-28
bcdefa56,Bonnie,Michael,carolynrobinson@example.org,27,0.0,28.004,1999-08-26
0f2eaebd,Timothy,Timothy,teresaray@example.org,62,5.6,13.0,1989-09-08
69a829bb,Danielle,Ryan,lisa04@example.com,75,7.44,11.5,2021-07-23
52b3fdd9,Carol,Alexis,lyonsdeborah@example.com,28,3.52,43.0,2002-06-20
80318524,Michael,Christopher,wjenkins@example.net,8,4.88,26.0,2017-08-23
1b397c66,Michele,Stacie,wmills@example.com,50,0.88,12.5,1979-02-28
26ce6924,Casey,Patricia,housestephen@example.com,55,0.16,34.5,2019-11-29
c4981ec5,Alexandra,Mark,angelamartin@example.com,54,3.76,30.0,1982-06-26
cbcceb86,Virginia,Todd,qmitchell@example.net,27,4.56,37.0,2019-04-01
6a4aed30,Benjamin,Christopher,swalters@example.net,99,2.8,22.5,2022-02-14
578e3fc1,Ashley,Lori,cowanlinda@example.org,71,4.16,39.5,2010-02-13
a58e9df2,Breanna,Aaron,bankschristina@example.com,34,4.96,9.5,2004-08-30
dcfce1d9,Brandi,Joseph,crawfordkaren@example.net,71,0.0,13.5,1975-09-14
3f583478,Joseph,Philip,schultzwesley@example.org,17,5.12,12.5,1980-05-12
a881127b,Jessica,Randy,melissa33@example.com,82,4.96,30.5,1970-07-13
4b3d89eb,Brittany,Cory,ewilson@example.org,80,7.76,16.5,2010-05-23
8bf13840,Shannon,Tracy,tammy76@example.net,72,6.56,37.5,2010-05-11
c2dd388b,Paul,Michael,xsmith@example.org,16,1.76,21.5,1995-03-04
efcf6e12,Victor,Dominique,joseph44@example.com,14,5.52,26.0,2015-11-11
72086cad,Donald,Robert,adamstout@example.org,98,1.6,29.5,2014-03-12
633c023a,Lindsay,Patrick,johnsonkrystal@example.net,73,1.2,25.5,2000-11-11
dc0da6db,Melissa,Richard,matthew96@example.org,100,5.36,7.001,1995-10-26
f0a1acb3,Elizabeth,Steven,plee@example.com,62,5.92,48.5,1991-10-22
0b7d55c9,Nicole,Erika,solisbecky@example.org,82,4.24,1.5,1999-11-06
273c7c8d,Steven,Erika,lmadden@example.com,1,5.6,35.5,1982-01-10
baf024ff,Brian,Brent,zachary63@example.org,29,3.52,25.0,2004-08-12
191477a1,Vanessa,Jaime,williamwelch@example.com,60,6.64,23.5,2019-03-03
13579fec,Bonnie,John,mary25@example.org,79,3.36,31.0,2010-01-07
1668f74f,Holly,Timothy,davissamuel@example.net,92,7.04,10.5,1989-01-03
89fffdfa,Tiffany,Chad,anthonyzimmerman@example.org,65,6.48,37.5,1976-08-05
116e132c,Austin,Vanessa,ujohnson@example.org,5,7.36,14.48,1985-10-21
3dad2efd,Antonio,Michael,xwalters@example.com,61,2.16,10.5,1990-03-27
34c7611a,Lori,Samuel,johnhurst@example.com,6,1.92,42.5,2003-07-27
683a406d,Michael,Greg,amandasanchez@example.com,61,2.88,38.5,1993-03-19
55ace400,Lisa,Rachel,donna41@example.org,83,2.8,17.0,1973-04-15
ec7a4dfc,Jorge,Carolyn,littlebeth@example.org,65,7.6,8.5,2008-05-22
a00efd24,Kimberly,Angelica,stevenscaitlin@example.org,75,2.32,1.0,2005-03-24
4ab7ee67,Sandra,Zachary,justinkline@example.org,15,3.6,22.5,2005-09-27
c8c33be4,Michael,Nicholas,snydermichael@example.org,17,0.4,14.48,2009-06-16
fbcb9140,Amy,Garrett,ygarcia@example.org,33,3.6,12.0,2004-08-02
9a1ff2ca,Jesse,Leslie,ojones@example.org,20,1.92,9.5,1999-01-14
8f9c88c2,Patrick,Abigail,gracebrooks@example.com,35,6.96,40.5,1989-05-31
3e0a8abc,Michael,John,lstokes@example.com,27,7.92,33.5,1991-12-20
a4fcd35d,Troy,Joseph,bergerdonna@example.net,99,2.48,49.0,1996-02-20
a4a320ce,Michelle,Samantha,wilsonmatthew@example.com,67,3.68,33.5,1991-09-06
8e4d7328,Richard,Justin,mcooley@example.net,9,1.44,28.004,2021-07-14
20e4c857,Patricia,Tiffany,moorejudy@example.org,8,2.08,16.0,1982-02-21
cdad38ee,Denise,Matthew,catherineherrera@example.net,83,2.4,27.0,1979-09-30
2c4f05b0,Laura,Eric,javierdiaz@example.org,42,7.52,35.0,1972-11-08
134680fb,Ian,Nicole,murphyjeffrey@example.net,85,0.48,49.5,2019-12-29
e610b633,Holly,Raymond,josepholson@example.org,2,5.44,34.5,2019-09-29
b72c2422,Kenneth,Richard,jean47@example.net,95,0.4,34.5,1984-05-03
647be95d,Jordan,Mark,zgraham@example.org,65,3.6,1.5,1999-04-20
63ef54a7,Dana,Steven,gerald46@example.org,43,0.32,9.5,2005-04-30
838780c0,Chris,Jeffery,gabriel37@example.com,68,4.32,14.48,1988-12-08
b838aea9,Kristen,Kimberly,vhenderson@example.com,11,1.36,27.504,2009-02-20
3fe1498b,Jennifer,Angela,cindy96@example.com,13,5.04,19.5,2011-11-19
950f7916,Nathan,Amy,ashleybrooks@example.net,47,2.64,6.5,1991-05-24
06604c68,Jake,Stacy,colepamela@example.net,71,1.28,3.5004,1976-10-08
267ef901,Cassie,Manuel,brenda49@example.net,9,2.16,42.0,1993-08-21
a9be60da,Dr.,Justin,raymond12@example.com,77,7.12,40.0,1989-05-19
7db52927,Ryan,Christine,wgibbs@example.org,33,0.72,15.0,1981-04-08
225a226b,Aimee,Brian,lewisnathan@example.org,7,2.72,31.0,1978-01-25
92c5d424,Elizabeth,Lauren,david50@example.net,68,1.6,4.0,1989-08-03
0d4a2113,Kevin,Patrick,jason95@example.org,89,7.2,18.5,1988-08-20
ea6854c7,Christie,Derek,cruzcarolyn@example.net,100,7.52,40.5,2003-02-12
1778adae,Danielle,Arthur,dakotaramirez@example.net,67,1.28,26.5,1999-11-14
a5a8dfd8,David,Mr.,berrydebbie@example.net,49,1.36,30.5,1985-03-21
12c8a9b9,Sherry,Kim,ustewart@example.org,91,2.4,12.5,1981-07-10
da4c629f,Matthew,Rebecca,brandonsnyder@example.org,23,0.24,37.5,1989-08-19
912e3a0b,Ashley,Teresa,robert17@example.org,45,0.48,25.5,1987-08-28
0396c572,Johnathan,Judith,brittany39@example.org,16,7.76,32.5,2011-04-02
155cf333,Michelle,Donna,andrew90@example.com,64,7.12,7.5,2021-04-10
c57f9578,Kelly,Donald,david60@example.net,66,3.6,13.0,1977-03-22
22f911ab,William,Shaun,rogersallen@example.com,32,5.2,28.004,1985-10-07
2d938054,Casey,Wayne,gallegosrobert@example.com,92,2.0,5.5,2015-05-09
ac4436b6,Keith,Gregory,logan56@example.org,57,3.28,44.5,1988-12-17
88664f6b,Cynthia,Dorothy,troy06@example.com,52,6.8,1.0,1979-08-06
f0c3414d,Robert,Crystal,psnyder@example.org,59,6.48,34.0,1976-07-13
04690762,Emily,Jennifer,sharon10@example.org,78,1.36,19.0,1984-01-29
0d2f3fc0,Dale,Erin,petersendominic@example.com,77,5.68,24.5,2007-07-30
a37bea74,Brittney,Sarah,fperez@example.org,96,6.64,0.5,2004-08-13
d5d6612c,Jason,Carlos,lisa80@example.net,48,0.56,36.5,2021-05-15
8a544de2,Christine,David,greenkristen@example.org,62,4.48,39.5,1981-06-28
9f955c0c,Bryan,Patricia,valentinecharles@example.com,49,6.24,9.5,1971-11-11
18545d6a,Samantha,Jesus,knelson@example.org,70,1.28,35.5,2010-09-21
bd1f2256,Russell,Michelle,uwilson@example.org,42,4.96,28.96,1972-09-14
c7ed8184,David,Sara,qwalsh@example.org,2,0.24,9.0,2006-09-26
1ee1d8c9,Megan,Brittany,beckystanley@example.com,61,7.28,21.5,2006-08-09
a6ffb586,Amanda,Eugene,kendra73@example.org,95,4.16,21.0,1983-04-13
bfc5c54d,Danielle,Cody,katie15@example.net,89,6.88,14.002,1970-06-15
e3d93e3f,Brenda,Evan,donnamoss@example.org,24,7.52,12.0,2003-03-27
4eb828cf,Vickie,Joshua,jonestroy@example.org,28,6.8,28.004,1971-10-03
dc6293e6,Jacqueline,Thomas,santiagotaylor@example.com,49,0.0,16.5,1995-02-23
45e3522f,Lauren,Mr.,tonypeterson@example.net,22,0.4,3.5004,1983-10-29
a568b076,Alison,Vanessa,kathleen47@example.net,35,6.96,47.0,1989-03-07
ce8553ec,Jill,Kara,melaniegarcia@example.org,70,2.0,35.5,2008-11-13
43188491,Sandra,Veronica,sabrinacruz@example.com,28,1.12,31.0,1999-01-09
086510ff,Joel,Keith,kimberlylopez@example.com,41,7.52,44.0,2019-10-27
99db1ee2,Samantha,Michael,tmartin@example.net,16,0.32,35.5,2000-04-09
ccb2f1db,Michael,Brenda,thomasnancy@example.net,54,6.48,1.5,2005-06-12
eea36381,Cody,James,allenpatricia@example.org,82,3.12,20.5,1978-08-03
2a30f76a,Amanda,Brandon,anthony87@example.com,18,5.12,34.5,2000-11-19
36755830,Edward,Lauren,david81@example.com,55,0.72,5.0,1990-01-26
0f333247,Amy,Diana,zlewis@example.net,51,3.44,19.0,1977-06-17
74c5a238,Curtis,Jill,dromero@example.com,46,2.56,5.5,2018-09-28
80eabf6d,Lydia,Jorge,mitchell06@example.net,71,3.6,9.5,2018-01-24
196f071c,Virginia,Larry,mlee@example.com,50,6.4,20.5,1978-03-01
ad11e10c,Joshua,Heather,brookemoreno@example.com,40,0.32,42.5,2000-03-29
286db393,Kathryn,Jaclyn,drodriguez@example.net,43,1.2,49.5,1999-06-02
8ffec365,Francis,Gregory,susanrobinson@example.org,10,4.24,16.5,2003-07-26
8e7a7d2e,Paula,Anita,johnstonjohn@example.net,12,3.04,14.002,1987-11-26
b7522896,Kendra,Willie,hillnicole@example.net,43,2.88,43.0,1975-11-30
387c5238,Ariel,Robert,gmyers@example.org,27,6.56,5.0,1979-04-24
a2c42a10,Robert,Steven,tyler23@example.com,44,4.88,14.002,1988-12-12
be88d853,Zachary,Angelica,janice40@example.org,79,2.72,44.5,2019-10-15
4b9ffb56,Rebecca,Sean,wesleygraves@example.com,37,4.32,18.5,2015-07-05
db63817b,Sarah,Tyler,melissa32@example.com,44,2.72,5.0,1977-12-04
24576c3d,Renee,Jason,jacksonmartin@example.com,12,6.56,19.0,1994-01-26
bd9a5853,Alyssa,Justin,suzannewade@example.com,58,7.28,43.0,1975-05-20
f9ede640,Kristy,Breanna,andrew41@example.org,88,4.08,13.0,2020-08-25
cf68e993,William,Julian,wheelertara@example.net,88,5.84,23.0,1985-02-19
ae941994,Eric,Sandra,freemanjohn@example.org,49,7.68,27.0,2019-07-01
6fdb4f5f,Daniel,Julie,fuentesashley@example.com,57,6.56,45.5,1975-01-22
1c58962f,Thomas,Dennis,aliciajackson@example.org,85,5.84,43.5,1992-04-05
995561f8,Mitchell,Kaitlyn,garcialinda@example.com,63,6.56,6.5,1980-08-31
efe7eedf,Erica,Jennifer,whenry@example.net,25,0.08,6.5,2004-07-04
ba3c8585,Sylvia,Danielle,elizabeth45@example.com,12,0.88,2.5,1992-10-26
fa97b243,Shannon,Zachary,careykevin@example.com,13,2.0,20.0,1988-10-15
c98df493,Tom,Lauren,rrodriguez@example.net,42,3.2,7.001,2000-11-09
8f4580ca,Eric,Lori,hernandezrobert@example.org,18,0.24,32.5,2012-11-30
711d4414,Travis,Barbara,michaeljohnson@example.net,24,6.24,11.5,2020-01-20
0d0d9e19,Marie,Sarah,vhoward@example.org,25,3.84,0.5,2004-11-24
20d9de88,Melissa,Francisco,samanthagray@example.org,35,4.48,48.5,2015-09-26
81d6f43d,Courtney,Christopher,natalie87@example.net,57,5.92,45.0,1975-01-16
967ab749,Eric,Thomas,josephshelton@example.com,11,1.68,49.0,2018-02-05
4d563896,Nicholas,Joseph,rlawrence@example.com,99,1.04,24.0,2016-10-24
06467d5c,Jenna,Pamela,blakemeyer@example.com,18,1.76,39.0,1991-06-04
03c66b59,Amanda,Paul,hamiltonspencer@example.com,80,0.08,16.5,1972-08-11
277441df,Tracy,Samantha,daniel07@example.net,8,0.24,46.5,1999-06-29
cfd01f24,Taylor,Michael,stevenhernandez@example.com,9,1.44,9.5,1976-11-01
6754e6c6,Cynthia,Kevin,kevinroberts@example.com,33,2.48,37.5,2017-12-25
b5b31720,Stephen,Joseph,chavezjeff@example.net,28,4.4,26.0,2005-06-22
058b5c0d,Margaret,Mr.,brownkevin@example.com,16,4.96,12.5,1991-08-11
baa69ffe,Derek,Daniel,donna00@example.com,16,1.84,22.0,1982-12-16
189deb7c,David,Lisa,michaelcampbell@example.net,50,0.08,7.5,2007-12-26
3df750b8,James,Kim,stephaniereeves@example.org,23,0.96,30.5,2014-12-28
201ad341,Stacey,Ashley,ryanhull@example.com,81,3.84,48.5,2012-08-09
